Name,ID,Gender,Age,Country,Genres,Popularity,Followers,URI
BTS,3Nrfpe0tUJi4K4DXYWgMUX,mixed,7,KR,"['k-pop', 'k-pop boy group', 'pop']",85,71697648,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,mixed,16,US,"['piano rock', 'pop']",80,16641267,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,male,26,US,['rap'],86,6368806,spotify:artist:0iEtIxbK0KxaSlF7G42ZOp
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,male,45,ES,"['dance pop', 'latin pop', 'mexican pop']",75,11327161,spotify:artist:7qG3b048QCHVRO5Pv1T5lw
Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,mixed,10,BR,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",76,11395480,spotify:artist:2Z0lRIqr997lIUiPtrpKCr
Ninho,6Te49r3A6f5BiIgBRxH7FH,male,24,FR,"['french hip hop', 'pop urbaine']",76,9087192,spotify:artist:6Te49r3A6f5BiIgBRxH7FH
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,male,21,US,"['melodic rap', 'rap', 'trap']",79,9225930,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax
RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,male,36,AT,['german hip hop'],73,1721952,spotify:artist:0Dvx6p8JDyzeOPGmaCIH1L
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,mixed,15,US,"['boy band', 'pop']",76,7376219,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,mixed,0,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",75,254161,spotify:artist:2T1aUibqR2QC2sINIDQOAK
John Legend,5y2Xq6xcjJb2jVM54GHK3t,male,41,US,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",75,6682492,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t
Pitbull,0TnOYISbd1XYRBk9myaseg,male,39,US,"['dance pop', 'miami hip hop', 'pop']",80,10383655,spotify:artist:0TnOYISbd1XYRBk9myaseg
Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,mixed,7,US,"['girl group', 'pop', 'talent show']",66,16318507,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt
Lil Pump,3wyVrVrFCkukjdVIdirGVY,male,0,,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']",62,7968478,spotify:artist:3wyVrVrFCkukjdVIdirGVY
Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,male,22,US,['pop'],68,5547284,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,male,25,DE,"['edm', 'german dance', 'pop dance', 'tropical house']",72,1301441,spotify:artist:4bL2B6hmLlMWnUEZnorEtG
Beyoncé,6vWDO969PvNqNYHIOW5v0m,female,38,US,"['pop', 'r&b']",84,36692823,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Daya,6Dd3NScHWwnW6obMFbl1BH,female,21,US,"['alt z', 'pop']",67,1544419,spotify:artist:6Dd3NScHWwnW6obMFbl1BH
Normani,2cWZOOzeOm4WmBJRnD5R7I,female,24,US,"['pop', 'r&b']",66,2569752,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I
Lunay,47MpMsUfWtgyIIBEFOr4FE,male,20,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",67,9187581,spotify:artist:47MpMsUfWtgyIIBEFOr4FE
Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,mixed,12,BR,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",81,20781523,spotify:artist:3p7PcrEHaaKLJnPUGOtRlT
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,male,39,US,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",80,20542602,spotify:artist:5lwmRuXgjX8xIwlnauTZIP
Grey,4lDBihdpMlOalxy1jkUbPl,male,54,US,['pop edm'],63,73993,spotify:artist:4lDBihdpMlOalxy1jkUbPl
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,female,26,US,"['hip pop', 'pop']",77,14388919,spotify:artist:6JL8zeS1NmiOftqZTRgdTz
Lil Yachty,6icQOAFXDZKsumw3YXyusw,male,22,US,"['atl hip hop', 'melodic rap', 'rap', 'trap']",77,9530745,spotify:artist:6icQOAFXDZKsumw3YXyusw
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,male,28,US,"['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",75,5347867,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,male,37,US,"['pop rap', 'seattle hip hop']",75,2142670,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,mixed,7,US,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",70,7409809,spotify:artist:7iZtZyCzp3LItcw1wtPI3D
2 Chainz,17lzZA2AlOHwCwFALHttmp,male,43,US,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,8109718,spotify:artist:17lzZA2AlOHwCwFALHttmp
Feid,2LRoIwlKmHjgvigdNGBHNo,male,27,CO,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,spotify:artist:2LRoIwlKmHjgvigdNGBHNo
Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,male,35,DE,"['german hip hop', 'hamburg hip hop']",73,2183475,spotify:artist:1aS5tqEs9ci5P9KD9tZWa6
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,mixed,16,US,"['modern rock', 'pop']",75,12094183,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK
benny blanco,5CiGnKThu5ctn9pBxv7DGa,male,32,US,['pop'],68,1091640,spotify:artist:5CiGnKThu5ctn9pBxv7DGa
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,male,27,US,"['kentucky hip hop', 'r&b', 'rap']",78,7747027,spotify:artist:2EMAnMvWE2eb56ToJVfCWs
Tainy,0GM7qgcRCORpGnfcN2tCiB,male,30,PR,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",77,1862921,spotify:artist:0GM7qgcRCORpGnfcN2tCiB
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,mixed,9,DK,"['danish pop', 'scandipop']",70,2165489,spotify:artist:25u4wHJWxCA9vO0CzxAbK7
Justin Timberlake,31TPClRtHm23RisEBtV3X7,male,39,US,"['dance pop', 'pop']",79,13587602,spotify:artist:31TPClRtHm23RisEBtV3X7
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,male,44,GB,['pop soul'],71,1053553,spotify:artist:3hv9jJF3adDNsBSIQDqcjp
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,male,45,US,['hollywood'],67,237673,spotify:artist:4VIvfOurcf0vuLRxLkGnIG
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,male,32,US,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,11266000,spotify:artist:137W8MRPWKqSmrBGDBFSop
Brytiago,00XhexlJEXQstHimpZN910,male,28,PR,"['reggaeton', 'trap latino', 'urbano latino']",73,6798357,spotify:artist:00XhexlJEXQstHimpZN910
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,other,27,,['pop'],83,22933561,spotify:artist:5YGY8feqx7naU7z4HrwZM6
Dímelo Flow,3fZk3Gm5dN5v5yfYMQ04Bx,male,31,PA,"['reggaeton', 'reggaeton flow', 'urbano latino']",64,404233,spotify:artist:3fZk3Gm5dN5v5yfYMQ04Bx
Tove Lo,4NHQUGzhtTLFvgF5SZesLK,female,32,SE,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",71,3544581,spotify:artist:4NHQUGzhtTLFvgF5SZesLK
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,male,25,AU,"['australian pop', 'pop', 'viral pop']",79,8095476,spotify:artist:3WGpXCj9YhhfX11TToZcXP
Sfera Ebbasta,23TFHmajVfBtlRx5MXqgoz,male,27,IT,"['italian hip hop', 'italian pop', 'trap italiana', 'trap latino']",81,5872128,spotify:artist:23TFHmajVfBtlRx5MXqgoz
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,female,26,ES,"['pop', 'r&b en espanol']",78,8081718,spotify:artist:7ltDVBr6mKbRvohxheJ9h1
Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,male,30,BR,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",79,21070104,spotify:artist:7MiDcPa6UiV3In7lIM71IN
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,mixed,0,VE,"['latin pop', 'pop venezolano', 'reggaeton', 'urbano latino']",68,6869038,spotify:artist:2wkoKEfS6dXwThbyTnZWFU
Meek Mill,20sxb77xiYeusSH8cVdatc,male,33,US,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,7730822,spotify:artist:20sxb77xiYeusSH8cVdatc
Pedro Capó,4QVBYiagIaa6ZGSPMbybpy,male,39,PR,"['latin pop', 'puerto rican pop']",66,1667739,spotify:artist:4QVBYiagIaa6ZGSPMbybpy
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,mixed,10,GB,"['boy band', 'pop', 'post-teen pop', 'talent show']",81,34219112,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq
Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,male,31,BR,"['arrocha', 'forro', 'sertanejo', 'sertanejo universitario']",73,12256612,spotify:artist:1AL2GKpmRrKXkYIcASuRFa
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,male,21,US,"['melodic rap', 'rap']",71,9905447,spotify:artist:1cNDP5yjU5vjeR8qMf4grg
MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,male,21,BR,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']",62,7984966,spotify:artist:1mXAhKnZEdF6rotyyd4GBi
Samra,6h1s4i4XKIYv4ErDelLDN0,male,25,DE,['german hip hop'],66,1280800,spotify:artist:6h1s4i4XKIYv4ErDelLDN0
Little Mix,3e7awlrlDSwF3iM0WBjGMp,mixed,8,GB,"['girl group', 'pop', 'talent show', 'uk pop']",72,11836357,spotify:artist:3e7awlrlDSwF3iM0WBjGMp
Mustard,0YinUQ50QDB7ZxSCLyQ40k,male,30,US,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",69,1132328,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,male,17,US,"['melodic rap', 'pluggnb', 'rap']",79,6673893,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo
Alesso,4AVFqumd2ogHFlRbKIjp1t,male,29,SE,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",72,3982148,spotify:artist:4AVFqumd2ogHFlRbKIjp1t
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,female,24,US,"['dance pop', 'pop']",86,27692820,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,male,58,US,['country rock'],60,240284,spotify:artist:60rpJ9SgigSd16DOAG7GSa
Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,mixed,0,BR,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",73,13539042,spotify:artist:59jlthNnbmim5l9tmNA7se
Lizzo,56oDRnqbIiwx4mymNEv7dS,female,32,US,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",71,5690051,spotify:artist:56oDRnqbIiwx4mymNEv7dS
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,male,28,CA,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",80,6240538,spotify:artist:2jku7tDXc6XoB6MO2hFuqg
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,mixed,3,KR,"['k-pop', 'k-pop girl group', 'pop']",81,47550269,spotify:artist:41MozSoPIsD1dJM0CLPjZF
Willy William,4RSyJzf7ef6Iu2rnLdabNq,male,39,FR,['pop dance'],62,234953,spotify:artist:4RSyJzf7ef6Iu2rnLdabNq
Liam Payne,5pUo3fmmHT8bhCyHE52hA6,male,26,GB,['pop'],63,10322898,spotify:artist:5pUo3fmmHT8bhCyHE52hA6
Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,male,51,NL,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",81,7225110,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z
Goodboys,2nm38smINjms1LtczR0Cei,mixed,0,,"['pop dance', 'uk dance']",66,54623,spotify:artist:2nm38smINjms1LtczR0Cei
MEDUZA,0xRXCcSX89eobfrshSVdyu,male,0,IT,"['edm', 'pop dance', 'pop house', 'uk dance']",74,698745,spotify:artist:0xRXCcSX89eobfrshSVdyu
Flo Rida,0jnsk9HBra6NMjO2oANoPY,male,40,US,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,8907401,spotify:artist:0jnsk9HBra6NMjO2oANoPY
CNCO,0eecdvMrqBftK0M1VKhaF4,mixed,4,US,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']",65,9906625,spotify:artist:0eecdvMrqBftK0M1VKhaF4
Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,male,32,DE,"['german cloud rap', 'german hip hop']",68,1931027,spotify:artist:5pVRwX5ZQR7hfJ18w8ZYkl
Rafa Pabön,11YLRSsZA3YVuQQtHXKTlz,male,0,PR,"['reggaeton', 'reggaeton flow', 'urbano latino']",64,320903,spotify:artist:11YLRSsZA3YVuQQtHXKTlz
Juan Magán,1ackd5XprZEkH3McKbQD51,male,41,ES,"['electro latino', 'spanish pop']",65,1766995,spotify:artist:1ackd5XprZEkH3McKbQD51
Galantis,4sTQVOfp9vEMCemLw50sbu,mixed,8,SE,"['dance pop', 'edm', 'pop', 'pop dance']",67,3391933,spotify:artist:4sTQVOfp9vEMCemLw50sbu
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,male,18,US,"['melodic rap', 'rap conscient']",66,5318464,spotify:artist:5zctI4wO9XSKS8XwcnqEHk
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,male,36,US,"['atl hip hop', 'hip hop', 'rap']",77,11901363,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,male,32,US,"['dance pop', 'pop', 'pop dance', 'pop rap']",67,1380561,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,male,32,AU,"['australian pop', 'pop']",74,2878058,spotify:artist:3QSQFmccmX81fWCUSPTS7y
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,female,30,US,"['classic texas country', 'contemporary country']",68,780042,spotify:artist:6WY7D3jk8zTrHtmkqqo5GI
Rudimental,4WN5naL3ofxrVBgFpguzKo,mixed,10,GB,"['pop dance', 'uk dance', 'uk funky']",65,1377905,spotify:artist:4WN5naL3ofxrVBgFpguzKo
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,male,31,US,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",73,8008655,spotify:artist:3MHaV05u0io8fQbZ2XPtlC
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,mixed,7,US,"['contemporary country', 'country', 'country road']",70,3105504,spotify:artist:7z5WFjZAIYejWy0NI5lv4T
Morat,5C4PDR4LnhZTbVnKWXuDKD,mixed,5,CO,"['colombian pop', 'latin viral pop']",80,10225464,spotify:artist:5C4PDR4LnhZTbVnKWXuDKD
Cazzu,6w3SkAHYPsQ1bxV7VDlG5y,,26,AR,"['argentine hip hop', 'rap latina', 'reggaeton', 'trap argentino', 'trap latino', 'urbano latino']",71,6679543,spotify:artist:6w3SkAHYPsQ1bxV7VDlG5y
KHEA,4m6ubhNsdwF4psNf3R8kwR,male,20,AR,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",72,5363279,spotify:artist:4m6ubhNsdwF4psNf3R8kwR
Apache 207,1qQLhymHXFPtP5U8KNKsm6,male,22,DE,['german hip hop'],70,2668790,spotify:artist:1qQLhymHXFPtP5U8KNKsm6
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,male,44,CA,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",84,6094416,spotify:artist:1GxkXlMwML1oSg5eLPiAz3
Desiigner,7pFeBzX627ff0VnN6bxPR4,male,23,US,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",59,3548691,spotify:artist:7pFeBzX627ff0VnN6bxPR4
Arizona Zervas,0vRvGUQVUjytro0xpb26bs,male,25,US,"['indie pop rap', 'pop rap', 'rhode island rap']",62,737773,spotify:artist:0vRvGUQVUjytro0xpb26bs
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,male,27,GB,"['folk-pop', 'neo-singer-songwriter']",71,4152970,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j
blackbear,2cFrymmkijnjDg9SS92EPM,male,29,US,['pop'],73,4913438,spotify:artist:2cFrymmkijnjDg9SS92EPM
Alok,0NGAZxHanS9e0iNHpR8f2W,male,28,BR,"['electro house', 'pop nacional', 'slap house']",77,12117984,spotify:artist:0NGAZxHanS9e0iNHpR8f2W
Lorde,163tK9Wjr9P9DmM0AVK7lm,female,23,NZ,"['art pop', 'metropopolis', 'nz pop', 'pop']",74,10027736,spotify:artist:163tK9Wjr9P9DmM0AVK7lm
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,male,27,CA,"['r&b', 'rap', 'urban contemporary']",77,5989685,spotify:artist:2HPaUgqeutzr3jx5a9WyDV
Christian Nodal,0XwVARXT135rw8lyw1EeWP,male,21,MX,"['mariachi', 'musica mexicana', 'ranchera']",78,14204521,spotify:artist:0XwVARXT135rw8lyw1EeWP
Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,male,0,PR,"['reggaeton', 'trap latino', 'urbano latino']",68,5322846,spotify:artist:5hdhHgpxyniooUiQVaPxQ0
SNOW WIFE,7CV3dQkhJB2dEqb85ICD33,male,51,CA,[],57,87589,spotify:artist:7CV3dQkhJB2dEqb85ICD33
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,female,30,US,"['australian hip hop', 'dance pop', 'pop']",65,6547101,spotify:artist:5yG7ZAZafVaAlMTeBybKAL
Jhayco,6nVcHLIgY5pE2YCl8ubca1,male,0,PR,"['reggaeton', 'trap latino', 'urbano latino']",81,7129334,spotify:artist:6nVcHLIgY5pE2YCl8ubca1
Skrillex,5he5w2lnU9x7JFhnwcekXX,male,32,US,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",74,8123059,spotify:artist:5he5w2lnU9x7JFhnwcekXX
Mabel,1MIVXf74SZHmTIp4V4paH4,female,24,,"['pop', 'uk pop']",64,1930317,spotify:artist:1MIVXf74SZHmTIp4V4paH4
Axwell /\ Ingrosso,2XnBwblw31dfGnspMIwgWz,mixed,6,SE,"['edm', 'pop dance']",63,2478660,spotify:artist:2XnBwblw31dfGnspMIwgWz
OMI,5MouCg6ta7zAxsfMEbc1uh,male,33,JM,['reggae fusion'],61,619503,spotify:artist:5MouCg6ta7zAxsfMEbc1uh
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,male,26,IE,['pop'],74,9905314,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4
Niska,7CUFPNi1TU8RowpnFRSsZV,male,26,FR,"['french hip hop', 'pop urbaine', 'r&b francais']",69,5284268,spotify:artist:7CUFPNi1TU8RowpnFRSsZV
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,male,33,GB,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",70,1155788,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr
Nacho,2ayNSoKPCRAfjp6hQ76hRu,male,36,VE,"['latin pop', 'pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",61,5456610,spotify:artist:2ayNSoKPCRAfjp6hQ76hRu
Casper Magico,1fux65HMCBvfJHqlBc4Nno,male,0,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",66,2460489,spotify:artist:1fux65HMCBvfJHqlBc4Nno
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,male,28,US,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",65,3202410,spotify:artist:1pPmIToKXyGdsCF6LmqLmI
Dynoro,3v6Ji4uoWtKRkhuDUaxi9n,male,0,,['edm'],63,264477,spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n
Gzuz,5eioJDe26lOqkAMbuhzZYs,male,32,,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",68,1379094,spotify:artist:5eioJDe26lOqkAMbuhzZYs
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,male,35,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",75,7320570,spotify:artist:3EiLUeyEcA6fbRPSHkG5kb
Duki,1bAftSH8umNcGZ0uyV7LMg,male,24,,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",81,9940963,spotify:artist:1bAftSH8umNcGZ0uyV7LMg
Frenna,6m1LYS5NQonxjOcQFPQOb5,male,28,NL,"['dutch hip hop', 'dutch rap pop']",62,542447,spotify:artist:6m1LYS5NQonxjOcQFPQOb5
DNCE,6T5tfhQCknKG4UnH90qGnz,mixed,5,US,"['dance pop', 'pop']",65,4611016,spotify:artist:6T5tfhQCknKG4UnH90qGnz
Stormzy,2SrSdSvpminqmStGELCSNd,male,27,GB,"['grime', 'uk hip hop']",69,2882388,spotify:artist:2SrSdSvpminqmStGELCSNd
Capo Plaza,5SulO4l40qDuV9zUGLZx7n,male,22,IT,"['italian hip hop', 'italian pop', 'trap italiana']",70,3692568,spotify:artist:5SulO4l40qDuV9zUGLZx7n
Summer Cem,3drqpTL4sQOckmAfF9i1wg,male,37,TR,['german hip hop'],63,1105279,spotify:artist:3drqpTL4sQOckmAfF9i1wg
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,female,25,US,"['pop', 'r&b', 'rap']",71,7394677,spotify:artist:0cGUm45nv7Z6M6qdXYQGTX
Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,male,25,NL,"['dutch hip hop', 'dutch rap pop']",61,1102551,spotify:artist:3AlRiyjMywTVNzTcHbf9QT
Gente De Zona,2cy1zPcrFcXAJTP0APWewL,mixed,20,CU,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']",66,1572150,spotify:artist:2cy1zPcrFcXAJTP0APWewL
SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,male,0,US,"['melodic rap', 'slap house']",66,1016560,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ
Gigi D'Agostino,1OAjDaKgg00KCUYqDe68un,male,52,IT,"['eurodance', 'italo dance']",66,814520,spotify:artist:1OAjDaKgg00KCUYqDe68un
Charli XCX,25uiPmTg16RbhZWAqwLBy5,female,27,GB,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",73,3043941,spotify:artist:25uiPmTg16RbhZWAqwLBy5
Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,male,25,US,['melodic rap'],63,792377,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT
Lil Skies,7d3WFRME3vBY2cgoP38RDo,male,21,US,['melodic rap'],66,5061749,spotify:artist:7d3WFRME3vBY2cgoP38RDo
Imanbek,5rGrDvrLOV2VV8SCFVGWlj,male,19,,"['electro house', 'pop dance', 'slap house']",69,203694,spotify:artist:5rGrDvrLOV2VV8SCFVGWlj
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,male,20,,"['baton rouge rap', 'rap']",81,12193607,spotify:artist:7wlFDEWiM5OoIAt8RSli8b
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",77,7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Boef,0Jsk5iYMr5aNjHury7blm1,male,27,NL,['dutch hip hop'],65,1279080,spotify:artist:0Jsk5iYMr5aNjHury7blm1
YG,0A0FS04o6zMoto8OKPsDwY,male,30,US,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,3218470,spotify:artist:0A0FS04o6zMoto8OKPsDwY
Lalo Ebratt,1GAymyGBvB4gQy5Z5LZ1Wj,male,27,CO,"['colombian hip hop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",61,2073782,spotify:artist:1GAymyGBvB4gQy5Z5LZ1Wj
NAV,7rkW85dBwwrJtlHRDkJDAC,male,30,,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",72,3430592,spotify:artist:7rkW85dBwwrJtlHRDkJDAC
Carlos Vives,4vhNDa5ycK0ST968ek7kRr,male,59,CO,"['colombian pop', 'latin pop', 'vallenato']",71,6178551,spotify:artist:4vhNDa5ycK0ST968ek7kRr
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,male,44,,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",75,7163487,spotify:artist:1sBkRIssrMs1AbVkOJbc7a
Damso,2UwqpfQtNuhBwviIC0f2ie,male,28,BE,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",72,4919207,spotify:artist:2UwqpfQtNuhBwviIC0f2ie
Chencho Corleone,37230BxxYs9ksS7OkZw3IU,male,41,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",78,656896,spotify:artist:37230BxxYs9ksS7OkZw3IU
Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,male,55,JM,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop']",61,916854,spotify:artist:0Y8KmFkKOgJybpVobn1onU
MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,male,22,BR,"['funk 150 bpm', 'funk carioca', 'funk rj']",74,3177552,spotify:artist:2UMj7NCbuqy1yUZmiSYGjJ
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,mixed,0,PR,"['reggaeton', 'urbano latino']",70,4428636,spotify:artist:4IMAo2UQchVFyPH24PAjUs
Hozier,2FXC3k01G6Gw61bmprjgqS,male,30,IE,"['irish singer-songwriter', 'modern rock', 'pov: indie']",81,6238650,spotify:artist:2FXC3k01G6Gw61bmprjgqS
Ronnie Flex,5eir5zFJpES4j7gsymbVyl,male,28,NL,"['dutch hip hop', 'dutch rap pop']",64,594575,spotify:artist:5eir5zFJpES4j7gsymbVyl
Salmo,3hBQ4zniNdQf1cqqo6hzuW,male,36,IT,"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",70,2426191,spotify:artist:3hBQ4zniNdQf1cqqo6hzuW
JP Cooper,4kYGAK2zu9EAomwj3hXkXy,male,38,GB,['uk pop'],64,888250,spotify:artist:4kYGAK2zu9EAomwj3hXkXy
